name,link,price,postage,brand,metadescription,description,criteria,category,pageviews,unique_pageviews,time_on_page,articles_sold,unique_sales,total_revenue,average_revenue
Fußmassage mit acht Metallachsen,/40832-fussmassage-mit-acht-metallachsen-biodora,"
29,95
€
","
Versand 4,90 €
/
Versandkostenfrei ab 100,00 €
",promavis,Fußmassageroller zur wohltuenden Entspannung und zur besseren Durchblutung mit acht Metallachsen.,"
Fußmassage mit acht Metallachsen
Mit acht Metallachsen zur wohltuenden Entspannung und besseren Durchblutung für beanspruchte Füße.  An jeder Achse sind elf Rollen aus Buchenholz gelagert.
Fußmassage groß asymmetrisch 
Maße: 
Länge: 275 mm 
Breite: 260 mm 
Höhe: 65 mm
Gönnen Sie sich Wellness im Alltag und entspannen Sie mit dem großen Fußmassageroller.
Nachhaltige Vorteile:
- Österreichisches Buchenholz
- Aus nachhaltiger Forstwirtschaft
- Unverleimt
- CO2-reduziert in der EU hergestellt
Über Biodora
Bei der Auswahl der Holzprodukte legt Biodora großen Wert auf Nachhaltigkeit. Das Holz stammt garantiert aus fairem Betrieb und fördert die sozial- und umweltverträgliche Waldwirtschaft. Auch bei dem Transport achtet Biodora auf keine unnötig langen Transportwege um so CO2 einzusparen. Biodora ist ein jung-denkendes österreichisches Familienunternehmen mit dem Ziel, die Anforderungen der Wirtschaft mit der Suche nach dem Glück und dem Respekt vor der Umwelt zu vereinen. Seit über 50 Jahren beschäftigt sich unsere Familie mit der Erzeugung von Kunststoffprodukten für den Haushalt und die Industrie. Vor etwa 20 Jahren bekamen wir zum ersten Mal Biokunststoff in die Hand und wurden ihn seitdem nicht mehr los. Durch langjährige Forschung und Entwicklung konnten wir unsere Biodora Produkte zugleich funktional, sowie umweltfreundlich gestalten. Die Biodora Produkte aus Stärke werden aus nachwachsenden Rohstoffen (frei von Gentechnik), Mineralien und Wachsen hergestellt. Kein Tier kam dabei zu Schaden.
EAN
9120029257504
Angebotsbeschreibung
Fußmassage aus Buchenholz mit acht Metallachsen von Biodora
","
Avocadostore-Kriterien
Recycelt & Recyclebar
Buchenholz recycelbar
CO₂-Sparend
CO² reduziert in der EU hergestellt
Ressourcenschonend
Nachwachsender Rohstoff Buchenholz
Schadstoffreduzierte Herstellung
Ohne Leim hergestellt
",wohnen,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40x60 cm Kapok Bio Kopfkissen vegan mit separatem Innenbeutel,/201309-40x60-cm-kapok-bio-kopfkissen-vegan-mit-separatem-innenbeutel-koma-schlafgut,"
59,00
€
","
Versand 4,90 €
/
Versandkostenfrei ab 500,00 €
",SCHLAFRAUM.SHOP  - ökologische Bettdecken und Kissen,"40x60 cm Kapok Bio Kopfkissen - vegan. Kapok ist eine wildwachsende, geruchlose, völlig unbehandelte Pflanzenfaser. Wohltuend thermoregulierend.","
40x60 cm Kapok Bio Kopfkissen vegan mit separatem Innenbeutel
40x60 cm Kapok Kopfkissen mit separatem Innenbeutel | hergestellt in Deutschland
Durch den separaten Innenbeutel kann die Füllung - je nach Wunsch - reduziert oder ergänzt werden.
Bezug: 100% kbA-Baumwoll-Batist, versteppt
Füllung: 100% Kapok
Füllmenge: 600 g
Vorteile für Deinen Schlaf:
•	trendige Größe
•	vegan
•	Füllung 100% Kapok, durch Innenbeutel	variabel
•	pflegeleicht
•	Völlig naturbelassene und unbelastete Faser
•	Von Natur aus geruchlos, flaumig und voluminös
•	Reguliert und leitet Feuchtigkeit ab und ist wärmespeichernd, da die Faser innen hohl ist.
•	So entsteht ein wohlig-angenehmes Schlafklima
•	regionale Herstellung von KOMA Schlafgut
•	Bezüge alle aus kbA*-Baumwolle 
*kontrolliert biologischer Anbau
Kapok ist ausschließlich wildwachsend, wird also nicht auf Plantagen kultiviert und benötigt keinerlei chemische Pflanzen- oder Insektenschutzmittel. Dies macht ihn für ökologische Bettwaren besonders interessant. Die Ernte erfolgt per Hand, die Schoten werden in der Sonne getrocknet, anschließend wird die Faser durch ein Gebläse von den eingebetteten Samen getrennt. Für die Weiterverarbeitung muss Kapok nicht gewaschen, gebleicht oder chemisch behandelt werden – sie ist von Natur aus geruchslos und sauber. Der Ertrag eines Baumes liegt bei ca. 20 Kg pro Jahr. Verwendung von Kapok sichert das Einkommen der Bauern in den Ursprungsländern.
Pflegehinweise: 
Normalerweise reicht regelmäßiges Auslüften völlig aus. Dabei verträgt Kapok direktes Sonnenlicht besonders gut und die hervorragenden natürlichen Eigenschaften bleiben so dauerhaft erhalten.
Das Kissen darf nicht komplett gewaschen werden. Bitte entnehme den Innenbeutel bevor Du die Hülle wie empfohlen wäschst.
•	Im Waschgang Pflegeleicht bis zu einer Temperatur von max. 40 °C waschbar (am besten ein mildes Bio- 
        Waschmittel verwenden)
•	nicht bleichen
•	nicht im Trockner trocknen
•	nicht bügeln
Von einer chemischen Reinigung raten wir dringend ab, da das Produkt beschädigt werden könnte.
","
Avocadostore-Kriterien
Rohstoffe aus Bioanbau
Kapok ist ausschließlich wildwachsend und wird nicht chemisch behandelt.
Der Bezugsstoff besteht aus 100% kbA Baumwolle. 
Made in Germany
KOMA Schlafgut wird in regionalen Handwerksbetrieben hergestellt. 
Ressourcenschonend
umweltschonende Herstellung
kurze Transportwege
weitestgehender Verzicht auf Druckerzeugnisse
Einschränkung von Verpackungsmaterial unter Berücksichtigung hygienischer Standards
Vegan
Alle Produkte von KOMA Schlafgut sind rein pflanzlich.
Fair & Sozial
Verwendung von Kapok sichert das Einkommen der Bauern in den Ursprungsländern 
Die Zertifizierung ""kbA"" beinhaltet u.a. fairen Handel, keine Kinder- oder Zwangsarbeit, menschenwürdige Arbeitsbedingungen.
",wohnen,280.0,246.0,821.0,24.0,41.0,87.0,67.0
HALM Glasstrohhalme  6x 20 cm (gebogen) Trinkhalme aus Glas,/198287-halm-glasstrohhalme-6x-20-cm-gebogen-trinkhalme-aus-glas-halm,"
9,90
€
19,90
€
","
Versand 1,50 €
",HALM,"Ihre nachhaltigen Trinkhalme aus Glas. ✓100% plastikfrei ✓Extrem stabil ✓Spülmaschinenfest. Für Cocktails, Softdrinks und Heißgetränke ➔ Jetzt online kaufen","
HALM Glasstrohhalme  6x 20 cm (gebogen) Trinkhalme aus Glas
HALM bringt mehr Geschmack in deine Drinks und weniger Plastik in die Umwelt.
Jeden Tag werden über 3 Milliarden Plastik-Strohhalme verwendet und weggeschmissen! Damit ist jedoch bald Schluss, denn 2021 tritt das Gesetz gegen Einweg-Plastik in Kraft.
HALM hat die beste Alternative gefunden - den Glastrinkhalm! 
Die 20 cm Variante ist ein waschechtes Universalgenie und passt in alle möglichen Drinks wie Cocktails, Latte Macchiatos, Säfte, Longdrinks und Schorlen.
Unsere Glastrinkhalme sind: 
- Wiederverwendbar
- Umweltfreundlich
- Aus extrem stabilem Spezialglas
- Spülmaschinenfest
- 100% in Deutschland produziert 
- 100% plastikfrei
- Erhältlich in den Längen 10, 15, 20, 23 und 30 cm
Wir bieten weniger Müll und einen besseren Geschmack für jedes Getränk!
Egal ob heiß oder kalt. 
Außerdem spendet jedes unserer Sets an weltweite Cleanups und Umwelt- und Tierschutzorganisationen. 
Wir setzen auf stabiles und qualitativ hochwertiges Glas aus Deutschland, das im Vergleich zum Strohhalm aus Plastik, Edelstahl, Bambus oder Stroh absolut hygienisch, immer wieder verwendbar und geschmacklich 100% neutral ist. Unsere Trinkhalme sind zudem frei von Weichmachern, BPA, Farbe und Blei. 
Außerdem sind die Glastrinkhalme sehr stylisch und sehen in jedem Drink gut aus - schließlich trinkt das Auge mit!
Auch für Kinder ab 3 Jahren sind unsere Trinkhalme geeignet, dank der abgerundeten Ecken und des stabilen Glases. 
Viel Spaß beim nachhaltigen Schlürfen!
Lieferumfang:
6x 20 cm nachhaltige HALM Glasstrohhalme
1x hochwertige Reinigungsbürste aus Naturborsten
EAN
4260524741117
MPN
120104
","
Avocadostore-Kriterien
Fair & Sozial
Wir beziehen unsere Rohstoffe aus nachhaltigen Quellen. Die Herstellung findet unter fairen Arbeitsbedingungen und mit kurzen Transportwegen statt. In enger Zusammenarbeit mit dem Lebenshilfewerk, wo Menschen mit Handicap arbeiten, wird HALM verpackt. Außerdem spendet jedes Set an die Umweltorganisation Trash Hero und unterstützt damit weltweite Cleanups.
Haltbar
HALM ist 100% enkeltauglich! Wir produzieren dickwandige Glastrinkhalme, welche doppelt auf Qualität geprüft, professionell hergestellt und sauber verarbeitet werden. Zudem hält HALM Temperaturen bis zu -40 und +200 Grad stand.
Made in Germany
Unsere gesamte Produktion findet in Deutschland statt - von der Herstellung des Glases über die Gravur bis hin zur Verpackung. HALM ist 100% Made in Germany.
Ressourcenschonend
Unsere HALM Glastrinkhalme sind 100% recyclebar! Wir benutzen deutsches Qualitätsglas, welches im Gegensatz zu dem oft verwendeten Borosilikatglas 100% rein ist und im Altglascontainer entsorgt werden kann. Auch unsere Verpackung ist 100% recyclebar und plastikfrei, da nur Karton aus Papier benutzt wird. Ebenso plastikfrei sind die Reinigungsbürsten, da sie aus Naturborsten bestehen. 
Schadstoffreduzierte Herstellung
Wir nutzten für die Herstellung unserer Trinkhalme Solarenergie und somit natürliche Energiequellen! Außerdem wird für HALM eine umweltfreundliche FSC® Papier-Verpackung aus nachhaltiger Forstwirtschaft, bedruckt mit Farbe ohne Erdöl, benutzt.
",wohnen,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Spülschwamm aus Luffa, 100% plastikfrei & kompostierbar",/221343-spuelschwamm-aus-luffa-100-prozent-plastikfrei-und-kompostierbar-naiked,"
4,90
€
","
Versand 5,95 €
/
Versandkostenfrei ab 350,00 €
",GARY MASH,Spülschwamm;Luffa;kompostierbar,"
Spülschwamm aus Luffa, 100% plastikfrei & kompostierbar
Der NAIKED Luffaschwamm sagt deinem dreckigen Geschirr und Schmutz den Kampf an. Schluss mit Plastik – Schluss mit Schmutz.
Eigenschaften:
– waschbar bei bis zu 120 Grad
– langlebig und wiederverwendbar
– handgemacht in Spanien
– plastikfrei
– gefertigt aus nachwachsenden Rohstoffen
– erdölfrei
Anwendung:
1. Halte den Luffaschwamm unter fließendes Wasser.
2. Gib etwas Putzmittel auf den Schwamm.
3. Weg mit dem Dreck!
4. Freu dich über blitzeblankes Geschirr.
Material:
Luffa
Kordel aus Sisal
kompostierbar
","
Avocadostore-Kriterien
Fair & Sozial
Fair hergestellt in Spanien.
Recycelt & Recyclebar
Vollständig kompostierbar. Luffa ist eine Gattung der Kürbisgewächse. Das faserige Innere der Frucht wird als Schwamm verwendet. Schwämme aus Luffa eignen sich hervorragend zum Abwaschen, Gemüseputzen oder auch als natürliches Körperpeeling.
Schadstoffreduzierte Herstellung
Gefertigt aus nachwachsenden Rohstoffen. 100% plastik- und erdölfrei.
",wohnen,604.0,579.0,966.0,17.0,17.0,26.0,75.0
Käsehobel design aus Olivenholz,/141679-kaesehobel-design-aus-olivenholz-olivenholz-erleben,"
9,95
€
","
Versand 3,75 €
/
Versandkostenfrei ab 30,00 €
",Olivenholz erleben,Mit diesem Käsehobel schneiden Sie ganz leicht dünne Scheiben von Schnitt- und Hartkäse. Auch gut zum Raspeln von Schokolade geeignet.,"
Käsehobel design aus Olivenholz
Dieser Käsehobel besticht durch seine wertige Optik, gut zu fassende Form und seine einfache Handhabung. Mit der Edelstahlklinge lassen sich hauchdünne Käsescheiben ziehen.
Unsere Geschekidee: 
Verschenken Sie den Käsehobel doch mit einem guten Stück Käse, dekorativ auf einem unserer Bretter drapiert.
Verwendete Materialien
Olivenholz, Edelstahl
Größe/Maße
Länge ca. 19 cm
","
Avocadostore-Kriterien
Made in Germany
Herstellung in eigener Werkstatt in der Nähe von Hamburg.
CO₂-Sparend
Der einzige Transport des Rohmaterials ist der Weg zu uns und der Versand einer Bestellung aus unserer Werkstatt zum Kunden. Auch die Weiterverarbeitung ist ressourcenschonend angelegt, da die Lagerung zur Trocknung vom Olivenholz im Freien erfolgt , ohne Trocknungsanlagen. 
Ressourcenschonend
Wir versuchen den Rohstoff Olivenholz so effizient einzusetzen, dass es kaum zu Ausschuss kommt. Selbst scheinbare Reste werden zu Produkten verarbeitet, den man das nicht ansieht. Selbst die Olivenholzspäne werden bewusste gesammelt und haben ihren zielgerichteten Einsatz gefunden.   
Schadstoffreduzierte Herstellung
Keine Trocknungsanalgen, sondern Trocknung im Freien; keine Zuätze wie Lacke, sondern alle Produkte werden im Finish mit reinem Olivenöl eingerieben.
Vegan
Alle angebotenen Artikel sind rein pflanzlich und somit frei von tierischem Zusätzen.
",wohnen,590.0,752.0,604.0,48.0,72.0,83.0,95.0
"Schwarzer Knoblauch, BIO",/207118-schwarzer-knoblauch-bio-schwarzer-knoblauch?variant_id=1624687,"
6,99
€
(8,65 € / 100 g)
","
Versand 5,39 €
/
Versandkostenfrei ab 35,00 €
",Ostseegrüne,Besitzt 80 Mal mehr Antioxidantien als gewöhnlicher Knoblauch,"
Schwarzer Knoblauch, BIO
Schwarzer Knoblauch entsteht, indem gewöhnlicher, weißer Knoblauch unter kontrollierten Bedingungen wochenlang gebacken wird. Durch das Backen verliert der Knoblauch seine magenreizenden Nebenwirkungen. Der Knoblauch nimmt eine schwarze oder dunkelbraune Färbung an, die für ein außergewöhnliches und interessantes Aussehen sorgt. Die Konsistenz wird durch das Backen weich und klebrig.
Sowohl der Geruch als auch der scharfe Geschmack von rohem Knoblauch wandeln sich in einen an Karamell oder dunkle Schokolade erinnernden Geschmack um, der gleichzeitig eine leicht bittere Note enthält.
Der Geschmackssinn wird in vielerlei Hinsicht angeregt.
EAN
4744117011011
Angebotsbeschreibung
Inhalt: 75 g
Zutaten: Knoblauch* (100%)
*aus ökologischer Landwirtschaft
Nährwertinformationen pro 100 g:
Brennwerte	1209 kJ
Kalorien	285 kcal
Fett	1,07 g
davon gesättigte
Fettsäuren	0,3 g
Kohlenhydrate	51,8 g
     davon Zucker	31,24 g
             davon Saccharose	1,19 g
             davon Glukose	0,24 g
             davon Fruktose	29,01 g
             davon Maltose	0,8 g
Eiweiß	0,36 g
Salz	0 g
Natrium	0,017 g
Kalium                1025,4 mg NRV 51,3 %*
Mangan                0,561 mg NRV 28,1 %*
Eisen                     3,33 mg NRV 23,8 %*
Zink                      3,06 mg NRV 30,6 %*
Kupfer                   0,417 mg NRV 41,7 %*
Vitamin B6             1,04 mg NRV 74,3 %*
Vitamin D                    1,4 mg NRV 28 %*
*Referenzmenge für einen durchschnittlichen Erwachsenen
","
Avocadostore-Kriterien
Rohstoffe aus Bioanbau
EU-Bio-Zertifizierung
100% Knoblauch
Ohne künstliche Süßstoffe 
Ohne Konservierungsstoffe 
Ohne Farbstoffe
Ohne Geschmacksverstärker
Vegan
Keine tierischen Inhaltstoffe enthalten
",wohnen,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Selbstreinigendes Bio Case - Smartphone Hülle aus antibakteriellem & nachhaltigem Bio-Material,/201472-selbstreinigendes-bio-case-smartphone-huelle-aus-antibakteriellem-und-nachhaltigem-bio-material-woodcessories?variant_id=1562286,"
29,90
€
","
Versand 3,99 €
/
Versandkostenfrei ab 50,00 €
",Woodcessories,"Biologisch abbaubare, antibakterielle Handy Hülle für iPhone & Samsung. Hergestellt aus Pflanzen, mit einer Schutzschicht gegen Bakterien & Keime","
Selbstreinigendes Bio Case - Smartphone Hülle aus antibakteriellem & nachhaltigem Bio-Material
Die grüne und selbstreinigende Alternative
Bei uns bekommst du unsere ersten  iPhone Hüllen aus organischem Biomaterial! Die auf Pflanzenbasis hergestellten BioCases sind die perfekte umweltfreundliche Alternative für alle, die uns helfen wollen der Umwelt zu helfen und gegen die Flut an Plastik anzukämpfen! Es ist nicht nur kompostierbar, sondern auch mit einem antibakteriellen Schutz ausgestattet! So schützt es nicht nur unseren Planeten und vor Stürzen, sondern auch deine Gesundheit.
Hygienisch sauber 
Studien zeigen, dass sich tausende Keime auf deinem Smartphone Case befinden, die deiner Gesundheit schaden können. Viele Monate der Forschung bei Woodcessories haben die Lösung. Das Ergebnis ist das erste kompostierbare BioCase, dass 99.99% aller Bakterien vernichtet. Bereits in den ersten 15 Minuten werden 75% aller Keime und Bakterien durch die zertifizierte, antimikrobische Formel zerstört und deine Hüllen von dem gröbsten Dreck hygenisch gereinigt!
Gemacht aus der Natur
Unser neues BioCase ist das erste zu 100% biologisch abbaubare iPhone Case. Das Bio Case besteht aus einem ökologischen Mix aus natürlichem Weizengemisch und schadstoffreiem Bio-Kunststoff, welcher auf biologisch abbaubare Plfanzenstärke basiert. Diese pflanzenbasierte Mischung ist vegan, ressourcenschonend, recyclebar und schützt dein Smartphone mit der Kraft der Natur!
Zero Waste & schadstoffreduziert
Wir sind 100% schadstoffgeprüft und verpflichten uns zudem den strengen REACH und RoHS Richtlinien, mit denen wir nicht nur nachhaltig produzieren, sondern auch unseren CO2- & Treibhausgas Ausstoß reduzieren.
 
Veganer Stoff
Das stylische BioCase ist federleicht & kommt mit perfekter iPhone Passform daher! Alle Hüllen sind mit einem weichen, veganen Innenfutter ausgelegt, welches dein iPhone sanft vor Kratzern schützt.
Upcycling - aus Alt mach Neu
Diese Hülle ist nicht nur Bio sondern auch Upcycle Case! Wir benutzten alte Cases und landwirtschaftliche Reste, die sonst im Abfall landen würden, und produzieren daraus ein neues Unikat. Schick uns einfach dein gebrauchtes Bio Case zurück und wir recyceln es für dich!
Schütze dein Phone & unseren Planeten
Wir haben es uns zur Aufgabe gemacht, umweltfreundliche & nachhaltige Alternativen zu finden um gegen die Übermengen an Plastik anzukämpfen und so unseren Beitrag zum Klima- und Umweltschutz zu leisten. Mit jedem gekauften Case, hilfst du den Plastikverbrauch zu reduzieren, Ressourcen zu sparen und die Weltmeere sauber zu halten! Dein Recyceltes Case hilft dabei die Menge an abgebauten Rohstoffen zu reduzieren! Und das hilft nicht nur uns, sondern besonders unserer Erde. Zusätzlich pflanzen wir für jeder Bestellung einen Baum!
EAN
4260382636457
","
Avocadostore-Kriterien
Fair & Sozial
Für jedes verkaufte Produkt pflanzen wir gemeinsam mit Trees for the Future einen neuen Baum! So schaffen wir zusammen einen Ausgleich für unseren CO2-Ausstoß & leisten gemeinsam unseren Beitrag gegen den Klimawandel!
Recycelt & Recyclebar
Bei unserem Weizengemisch handelt es sich um Überreste der Landwirtschaften, die ansonsten entsorgt und/oder verbrannt werden würden und die wir stattdessen für unseren Upcycling-Prozess nutzen!
Selbstverständlich bestehen unsere Verpackungen aus 99% recycelten Alt-Papier. So sind sie komplett umweltverträglich und können einfach wiederverwendet oder kompostiert werden.
CO₂-Sparend
Wir produzieren nachhaltig und reduzieren ebenfalls unsere CO2- und Treibhausgas-Emissionen.
Ressourcenschonend
Unsere Bio-Produkte bestehen aus einem umweltfreundlichen Mix aus natürlichem Weizengemisch und schadstoffgeprüftem Bio-Kunststoff, welcher mit nachwachsenen Rohstoffen erzeugt wurde und zu 100% biologisch abbaubar ist
Schadstoffreduzierte Herstellung
Schadstoffreduzierter Herstellungsprozess & REACH geprüft. Bruchsicher und Giftstofffrei, frei von BPA.
Vegan
Bei der Herstellung unserer Produkte verarbeiten wir vor allem vegane Materialien, wie Weizen und Getreide!
",wohnen,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Selbstreinigendes Bio Case - Smartphone Hülle aus antibakteriellem & nachhaltigem Bio-Material,/201472-selbstreinigendes-bio-case-smartphone-huelle-aus-antibakteriellem-und-nachhaltigem-bio-material-woodcessories?variant_id=1581223,"
29,90
€
","
Versand 3,99 €
/
Versandkostenfrei ab 50,00 €
",Woodcessories,"Biologisch abbaubare, antibakterielle Handy Hülle für iPhone & Samsung. Hergestellt aus Pflanzen, mit einer Schutzschicht gegen Bakterien & Keime","
Selbstreinigendes Bio Case - Smartphone Hülle aus antibakteriellem & nachhaltigem Bio-Material
Die grüne und selbstreinigende Alternative
Bei uns bekommst du unsere ersten  iPhone Hüllen aus organischem Biomaterial! Die auf Pflanzenbasis hergestellten BioCases sind die perfekte umweltfreundliche Alternative für alle, die uns helfen wollen der Umwelt zu helfen und gegen die Flut an Plastik anzukämpfen! Es ist nicht nur kompostierbar, sondern auch mit einem antibakteriellen Schutz ausgestattet! So schützt es nicht nur unseren Planeten und vor Stürzen, sondern auch deine Gesundheit.
Hygienisch sauber 
Studien zeigen, dass sich tausende Keime auf deinem Smartphone Case befinden, die deiner Gesundheit schaden können. Viele Monate der Forschung bei Woodcessories haben die Lösung. Das Ergebnis ist das erste kompostierbare BioCase, dass 99.99% aller Bakterien vernichtet. Bereits in den ersten 15 Minuten werden 75% aller Keime und Bakterien durch die zertifizierte, antimikrobische Formel zerstört und deine Hüllen von dem gröbsten Dreck hygenisch gereinigt!
Gemacht aus der Natur
Unser neues BioCase ist das erste zu 100% biologisch abbaubare iPhone Case. Das Bio Case besteht aus einem ökologischen Mix aus natürlichem Weizengemisch und schadstoffreiem Bio-Kunststoff, welcher auf biologisch abbaubare Plfanzenstärke basiert. Diese pflanzenbasierte Mischung ist vegan, ressourcenschonend, recyclebar und schützt dein Smartphone mit der Kraft der Natur!
Zero Waste & schadstoffreduziert
Wir sind 100% schadstoffgeprüft und verpflichten uns zudem den strengen REACH und RoHS Richtlinien, mit denen wir nicht nur nachhaltig produzieren, sondern auch unseren CO2- & Treibhausgas Ausstoß reduzieren.
 
Veganer Stoff
Das stylische BioCase ist federleicht & kommt mit perfekter iPhone Passform daher! Alle Hüllen sind mit einem weichen, veganen Innenfutter ausgelegt, welches dein iPhone sanft vor Kratzern schützt.
Upcycling - aus Alt mach Neu
Diese Hülle ist nicht nur Bio sondern auch Upcycle Case! Wir benutzten alte Cases und landwirtschaftliche Reste, die sonst im Abfall landen würden, und produzieren daraus ein neues Unikat. Schick uns einfach dein gebrauchtes Bio Case zurück und wir recyceln es für dich!
Schütze dein Phone & unseren Planeten
Wir haben es uns zur Aufgabe gemacht, umweltfreundliche & nachhaltige Alternativen zu finden um gegen die Übermengen an Plastik anzukämpfen und so unseren Beitrag zum Klima- und Umweltschutz zu leisten. Mit jedem gekauften Case, hilfst du den Plastikverbrauch zu reduzieren, Ressourcen zu sparen und die Weltmeere sauber zu halten! Dein Recyceltes Case hilft dabei die Menge an abgebauten Rohstoffen zu reduzieren! Und das hilft nicht nur uns, sondern besonders unserer Erde. Zusätzlich pflanzen wir für jeder Bestellung einen Baum!
EAN
4260382636396
","
Avocadostore-Kriterien
Fair & Sozial
Für jedes verkaufte Produkt pflanzen wir gemeinsam mit Trees for the Future einen neuen Baum! So schaffen wir zusammen einen Ausgleich für unseren CO2-Ausstoß & leisten gemeinsam unseren Beitrag gegen den Klimawandel!
Recycelt & Recyclebar
Bei unserem Weizengemisch handelt es sich um Überreste der Landwirtschaften, die ansonsten entsorgt und/oder verbrannt werden würden und die wir stattdessen für unseren Upcycling-Prozess nutzen!
Selbstverständlich bestehen unsere Verpackungen aus 99% recycelten Alt-Papier. So sind sie komplett umweltverträglich und können einfach wiederverwendet oder kompostiert werden.
CO₂-Sparend
Wir produzieren nachhaltig und reduzieren ebenfalls unsere CO2- und Treibhausgas-Emissionen.
Ressourcenschonend
Unsere Bio-Produkte bestehen aus einem umweltfreundlichen Mix aus natürlichem Weizengemisch und schadstoffgeprüftem Bio-Kunststoff, welcher mit nachwachsenen Rohstoffen erzeugt wurde und zu 100% biologisch abbaubar ist
Schadstoffreduzierte Herstellung
Schadstoffreduzierter Herstellungsprozess & REACH geprüft. Bruchsicher und Giftstofffrei, frei von BPA.
Vegan
Bei der Herstellung unserer Produkte verarbeiten wir vor allem vegane Materialien, wie Weizen und Getreide!
",wohnen,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zahnbürsten Etui,/81854-zahnbuersten-etui-hydrophil,"
8,90
€
","
Versand 5,95 €
/
Versandkostenfrei ab 350,00 €
",GARY MASH,Unsere Reiseverpackung für Eure nachhaltige Zahnbürste,"
Zahnbürsten Etui
Damit du Deine HYDROPHIL Zahnbürste auch endlich mit auf Reisen nehmen kannst, gibt es unser neues Zahnbürsten Etui.
Das aus natürlichem Bambus bestehende, 21 cm lange und 2,8 cm breite Etui passt in jeden Backpack oder kann lose in Deinem Koffer transportiert werden. Die bestehenden Lüftungslöcher sorgen dafür, dass deine Zahnbürste in der Verpackung weder anfängt zu muffeln, noch zu schimmeln. 
Das Etui wird einzeln, ohne nachhaltige Zahnbürste verkauft, diese gilt nur zur Deko.
","
Avocadostore-Kriterien
Recycelt & Recyclebar
Das 100% aus Bambus bestehende Zahnbürsten Etui ist biologisch abbaubar und somit eine nachhaltige Alternative zu konventionellen Methoden deine Zahnbürste zu transportieren. 
Ressourcenschonend
Bambus wächst schneller als jede andere Pflanze der Welt. Dabei erzeugt er erheblich mehr Sauerstoff und bindet während des temporeichen Wachstums (max. 1 m/Tag) deutlich mehr CO2 als Bäume. Das wirkt sich regulierend auf das natürliche Ökosystem und positiv auf die Ökobilanz des Herstellungsprozesses aus. Weltweit bedeckt Bambus eine Fläche von ca. 37 Millionen Hektar, davon etwa sechs Millionen in China und neun Millionen in Indien.
Vegan
100% vegan
",wohnen,244.0,413.0,728.0,88.0,53.0,28.0,9.0
2-tlg. Set: Pfannenwender und Kochlöffel aus Olivenholz,/77761-2-tlg-set-pfannenwender-und-kochloeffel-aus-olivenholz-olivenholz-erleben,"
11,95
€
","
Versand 3,75 €
/
Versandkostenfrei ab 30,00 €
",Olivenholz erleben,2-teiliges Kochlöffel-Set für die Küche: Pfannenwender glatt und Kochlöffel rund aus Olivenholz,"
2-tlg. Set: Pfannenwender und Kochlöffel aus Olivenholz
2-teiliges Kochlöffel-Set aus Olivenholz. Die praktischen Helfer für die Küche. Langlebig und natürlich.
Länge je ca. 30 cm. 
1 x Pfannenwender glatt
1 x Kochlöffel rund
","
Avocadostore-Kriterien
Fair & Sozial
Die hier angebotenen Produkte werden in einer deutschen Werkstatt von Menschen mit viel Geschick und Liebe zum Olivenholz in Eigenleistung erstellt. Jeder Artikel bekommt so eine individuelle Handschrift und wird zum Unikat mit eigener Geschichte.
Haltbar
Olivenholz ist ein Rohstoff, der auch bei täglicher Beanspruchung äußerst langlebig ist und gegenüber vielen Stoffen und mechanischen Einwirkungen wie Fetten, heißem Kochgeschirr oder scharfen Messerklingen, extrem resistent ist.
Recycelt & Recyclebar
Das Produkt ist vollständig biologisch abbaubar.
Olivenholz ist ein Naturstoff, der aufgrund seiner besonderen Eigenschaften auch nach der Verarbeitung als solcher ohne fremde Zusätze auskommt und somit völlig naturbelassen bleibt. Mehr noch, Olivenholz ist in direkter Verbindung zu Nahrungsmitteln sehr geeignet, denn Bakterien werden durch die Säure des Holzes unschädlich gemacht.  
Made in Germany
Herstellung in eigener Werkstatt in der Nähe von Hamburg.
CO₂-Sparend
Der einzige Transport des Rohmaterials ist der Weg zu uns und der Versand einer Bestellung aus unserer Werkstatt zum Kunden. Auch die Weiterverarbeitung ist ressourcenschonend angelegt, da die Lagerung zur Trocknung vom Olivenholz im Freien erfolgt , ohne Trocknungsanlagen. 
Ressourcenschonend
Wir versuchen den Rohstoff Olivenholz so effizient einzusetzen, dass es kaum zu Ausschuss kommt. Selbst scheinbare Reste werden zu Produkten verarbeitet, den man das nicht ansieht. Selbst die Olivenholzspäne werden bewusste gesammelt und haben ihren zielgerichteten Einsatz gefunden.   
Schadstoffreduzierte Herstellung
Keine Trockungsanalgen, sondern Trocknung im Freien; keine Zuätze wie Lacke, sondern alle Produkte werden im Finish mit reinem Olivenöl eingerieben.
Vegan
Alle angebotenen Artikel sind rein pflanzlich und somit frei von tierischem Zusätzen.
",wohnen,911.0,634.0,965.0,28.0,3.0,76.0,85.0
